O60287,Q96DX8,0
Q9UK33,Q6IQ22,0
O60477,Q9Y3D0,0
Q5HY92,P49848,0
O15041,P05937,0
Q5TIE3,O43677,0
Q9BXA9,Q9Y5Z7,0
Q6P3S1,P30566,0
Q13009,Q9NS28,0
Q9UHM6,Q8NGD2,0
Q76FK4,Q16795,0
P25440,P52738,0
Q9NR48,Q9H469,0
Q9ULX7,Q8NGY3,0
P46100,P80192,0
Q8NBR6,O76096,0
P55058,Q96GE6,0
Q8NFF2,Q8NBT3,0
Q16828,Q9GZZ9,0
Q76KP1,Q9H6T3,0
P11117,P47890,0
Q8WZ73,Q6L9T8,0
Q13905,Q9NPH2,0
Q8TDS4,A6NML5,0
Q7RTX1,Q14566,0
Q86U44,P0CV99,0
Q96LT4,Q9H2J7,0
P80192,Q6ZV80,0
Q08830,Q8NH80,0
Q4G0N8,P37058,0
A8MZF0,Q86Y39,0
P14384,Q5JRX3,0
O15321,Q9ULP9,0
Q8N6H7,Q8IYM1,0
Q9Y388,Q9BU76,1
O43173,P55001,0
Q58EX2,Q2NL98,1
Q709C8,Q7Z2W9,0
Q13261,Q9P2X7,0
P57737,P40933,0
Q9Y6Q2,H7C350,0
Q7Z7K2,Q9NRG4,0
Q92502,Q9H490,0
P52179,O14772,0
P53674,O95995,1
Q76LX8,P03901,0
Q9H4F1,Q9BQT8,0
Q15058,Q53GA4,0
Q96GY3,Q9H321,0
Q14865,Q9H6S1,0
Q8TDW7,Q86SM5,0
Q96AT1,Q30KQ9,0
Q9NU63,Q6UWJ8,0
Q8N6K0,Q8WZ59,1
Q6NZY4,Q9HCN8,0
Q8NFV5,Q9GZQ4,0
Q9Y6Q1,O43829,1
Q9UHC6,Q8WWG1,0
Q14318,O00623,1
Q9P2K1,Q9BY49,0
Q76M96,Q6ZMJ4,0
O43709,Q9UI30,1
A6NIK2,Q8N8D7,0
Q5T9L3,Q6ZSJ9,0
Q569K4,B8ZZ34,0
P42345,D6RA61,0
P29017,P25105,0
Q96DU7,Q5T319,0
P48357,P13693,0
O76074,Q5BIV9,0
Q03468,O14771,0
Q9H5V8,Q8N2G8,0
Q9H2S9,Q70IA8,1
Q96QE3,Q96NL3,0
Q8NCM2,Q9NZI7,0
Q9Y5Q8,P0C0S5,0
P51784,Q9NUI1,1
Q8N7W2,Q969S3,1
Q96JK2,Q9HB40,0
Q9BYP7,O00341,0
P49321,Q96MU5,0
Q709F0,Q14807,0
Q9NV58,P30511,0
Q12986,P26373,0
P59827,Q96DM1,0
O60312,P02743,0
P14209,P04554,0
Q96QE4,Q96IY1,0
P12821,O15375,0
Q00973,Q9H0X4,0
Q9NPA2,Q9BY32,0
Q96SB8,Q8N394,0
Q9NXL9,Q6PIZ9,0
Q99973,Q5T6F2,1
Q8NEY3,P28068,0
Q9HCU8,Q9NNZ6,0
Q6PCB6,P43234,0
Q7RTX9,O75600,0
Q15070,P49862,0
Q9NVU0,Q8NGD2,0
Q8WTV0,Q9H9P8,0
Q96AJ1,O15205,0
Q9UKA1,Q9UKB1,0
Q9NRZ9,Q9H1H1,1
P00918,Q8NG35,0
Q9NQ48,Q6AZZ1,1
P15976,Q99801,0
Q99489,P41567,0
Q86UP0,Q5T4F4,0
Q5XLA6,P42081,0
Q99741,Q96PF2,0
Q969Y0,P60508,1
Q9UPI3,Q2M3R5,0
Q96MK3,O15541,0
Q92835,Q8TAE6,0
B1AL88,Q569G3,0
Q16378,O43681,1
Q8TE57,Q9NZ08,0
Q9UKK3,O15244,0
Q5JPH6,Q9BRK5,0
Q9UMD9,Q9P202,1
O75352,Q6P1K1,0
P56159,Q5T8R8,0
Q9H9K5,Q8NBR9,0
O43149,P19075,0
Q6P1J6,Q5VXH4,0
Q6ZN16,Q8N5J2,0
Q9P243,Q9NTI7,0
Q14831,Q86SR1,0
P62753,Q9Y5U9,0
Q7Z6J8,Q96IW2,0
Q8NEF9,Q9NUN7,0
Q7Z7F0,Q15696,1
Q5SWL7,Q7Z7H5,0
O75290,Q96IU4,0
Q9H665,P05496,0
Q99741,P39210,0
Q6PJ69,O60844,0
Q13233,O76038,0
P05062,P30047,0
Q8IYU4,Q6PIY5,0
A8MXD5,Q1L6U9,0
O94988,Q8IZT8,0
P37058,Q9HBE4,0
Q8TBP5,Q969S6,1
P25311,P57738,0
Q96CU9,Q9UNT1,0
Q99928,Q9GZU3,0
Q6NSI3,P84157,0
P51689,O00238,0
A1KZ92,Q6NW34,0
O60494,Q92733,0
Q76MJ5,Q9Y2C2,0
Q8TD43,Q14576,0
A6NKD2,P55916,0
P54802,P53004,0
Q08881,Q9NYP8,0
Q3LI72,P16389,0
Q8N0Z6,Q7Z353,1
P51170,Q15904,0
Q9HC35,Q5TGS1,0
A6NKL6,Q6P2I7,0
Q9BSG1,F2Z333,0
Q9H4W6,Q9BUU2,0
Q969V6,A6NFK2,0
P55265,O14733,0
Q8TF21,P47870,0
A6NNW6,Q8NH18,0
Q15111,O00257,0
Q8TDR0,Q9NRC1,0
Q68CP4,O00591,0
Q9H4B7,Q8NGA0,0
Q6XZB0,P45954,0
Q8N393,Q99608,0
Q8IYR2,Q9C035,0
O14525,Q6UXS0,0
Q8NC67,Q7Z7H8,0
Q9NYV6,Q9HB90,0
Q06190,Q6ZN66,0
Q5JNZ3,Q5JPI3,0
Q9NVR5,Q5T4D3,0
Q8IWY4,P49207,0
Q96EK5,O95424,0
Q9BZV2,O95159,1
Q9UMS5,P04818,0
Q9UF56,Q5XKK7,0
Q8NHV4,P02771,0
Q9H981,Q96HA9,0
P28566,Q6DKI1,0
Q562F6,O95411,0
P07550,P50150,0
Q12800,Q6UX53,0
Q92681,Q8TCE6,0
Q5T4I8,Q6YFQ2,0
A2RTX5,Q8WTT0,0
Q6ZVT0,Q8N815,0
O95810,P08185,0
Q9NYT0,Q86XT2,0
Q9NPR2,Q969X1,0
Q3KNS1,Q14201,0
P08621,Q9P021,0
Q9UHR5,P05114,0
P32456,Q00613,0
Q7Z7D3,P61247,0
Q9BQ24,Q9UI14,1
Q9NVR0,Q8NFY9,0
Q4ZG55,Q5T0N1,0
Q86U70,P30047,0
Q96NW4,O60331,0
Q9NPZ5,P13984,0
Q9BZV3,Q86UD7,0
Q8WXR4,Q9BQC3,0
Q9NTI2,Q9P2G4,0
Q9H091,Q9NZV8,0
Q00722,Q5TC82,0
Q5JTD0,Q9Y3L5,0
Q7Z404,P13716,0
Q9NUT2,Q96G25,0
Q9HBX8,Q96J88,0
Q02221,P35754,0
P18858,Q13442,0
Q5U623,Q8IWW8,0
Q5U651,P31350,0
A8MZ59,Q86V40,0
Q9Y653,O95969,0
Q14896,Q8TC59,0
Q9BT04,Q9BU20,1
Q86YI8,P0C5K7,0
P69849,Q9BX51,0
P19404,O75324,0
O95390,Q8IUK8,0
Q7Z4T8,Q9HA92,0
Q9BVJ6,Q8NBK3,0
Q68DK7,Q06330,0
Q2VPK5,O95522,0
P48739,P20783,0
Q14353,Q9HCM9,1
Q9BZ23,P01732,0
Q5VZK9,Q8WX39,0
Q12955,Q9NYP8,0
Q02241,P26038,0
O75891,Q8NER5,0
Q8TCG2,Q7L0Q8,0
P10747,P31371,0
P48449,Q9NRX6,1
P13591,P18507,0
A6NDB9,Q5T442,0
P18507,Q9H3N8,0
O94988,Q7L4S7,0
P47887,O15258,0
Q8WUA2,Q9NX61,0
Q6ZMT9,Q9Y3I1,0
Q7Z3V5,Q9NXH8,0
P42858,P60006,0
Q9Y6Z2,Q9BZD7,0
Q8TC76,Q9P0P0,0
P43699,Q8N729,0
Q96P48,Q9HCK0,0
Q8N7X1,Q8N3F8,0
Q5SVQ8,Q9BQ87,0
Q96HA7,P16152,0
P09848,Q9UK28,0
Q9BQ52,Q13113,0
Q96C12,E5RJM6,0
O75952,Q9UBI6,0
Q7RTP6,Q8NGV6,0
Q09MP3,O95415,0
A8MUK1,Q9GZT4,0
Q96B18,Q9UM63,0
Q8NHU6,O43193,0
Q6IF82,P10746,0
Q9NW13,Q6ZSA7,0
Q9H7S9,Q6PI97,0
Q6PHW0,Q9HAF1,0
Q66K79,Q15080,0
Q96T92,Q9NVP2,0
Q15477,P61421,0
Q13797,Q86SX6,0
Q01432,Q86V88,0
Q96T17,Q6UWM7,0
Q6XPR3,Q99798,0
Q6VVB1,Q8NET1,0
Q9Y5T5,Q96PS1,0
Q99706,Q7RTS3,0
Q9ULT8,Q96FT9,0
Q401N2,Q9NZD2,0
Q96S37,P55774,0
Q96QH2,Q9H0H3,0
Q96P69,O95057,0
P00488,Q96M60,0
Q9UKL2,Q8WWF8,0
H0YM25,Q96M27,0
Q9BSG1,Q3LI83,0
Q9H269,Q9NXS2,0
Q86VR7,Q8NH61,0
P39656,Q8NA69,0
Q9NVV9,Q86TB3,0
O60841,Q9Y5P8,0
P55040,Q6UW01,0
Q9NP60,Q13508,0
Q99758,A6NC51,0
P38606,Q8TDF5,0
Q14183,Q969W0,0
Q9ULT8,P34096,0
Q3LI64,Q5TEC3,0
O95985,Q2M2I8,0
P06732,Q53S58,0
Q8N127,Q9Y334,0
P49640,P46091,0
Q8IXZ3,O43913,0
Q4VX76,O95190,1
Q6UW01,P61278,0
Q5VYJ5,Q53GG5,0
Q9UBK8,Q9HBE4,0
P00488,Q8NHS4,0
A6NM11,Q5R372,0
Q9UK73,A5D8V7,0
P19105,Q07020,0
Q9H172,Q9Y287,0
Q8NI36,Q717R9,0
Q96MR9,P17900,0
Q5RKV6,P04054,0
O00206,Q8NFH4,0
Q8IYB8,Q8N7X4,1
P00533,Q9P243,0
Q53ET0,Q8NEA5,0
Q7Z3U7,Q9Y2Q9,0
Q8WZ94,Q6RUI8,0
Q9UGR2,Q9H4X1,0
Q9Y5H3,Q5SV97,0
Q9H8S5,P50151,0
Q8WV16,P0CW20,0
P29692,Q969K4,1
P54132,Q5T013,0
Q6NSJ0,Q8NGT9,0
P49917,Q9BYD2,0
Q5TH69,Q8NI27,0
Q8IV61,O00258,1
Q8WZ94,Q9NYL9,0
Q96R45,P0CZ25,0
Q53GL7,P55010,0
Q16773,Q9BQS6,0
A6NLC5,Q9BXN6,0
Q969X2,P36954,0
Q9HCK5,Q6UW88,0
Q8TEY7,P36941,0
Q9BYC8,Q9GZV8,1
O15520,Q9NVV9,1
Q14693,O75144,0
Q9BYH8,P51857,0
O76082,Q6NXR0,0
Q96SM3,P02788,0
P85037,Q6ZVT6,0
P49366,P63241,1
O95835,Q9UKT4,0
Q49AM3,Q9UHJ6,0
Q8NGQ3,Q9H5X1,0
O94842,Q5RGS3,0
Q12981,Q96DZ7,1
Q8WXI9,Q969T7,0
Q53GS9,O75828,0
Q0JRZ9,P23515,0
Q9GZY1,O43920,0
Q8N5J4,Q9H7B7,0
Q8NFU1,Q96S37,0
A6NM62,Q9HD40,0
Q9UEU0,Q12846,1
Q86YH2,Q9NP92,0
Q9NZS9,Q99527,0
Q8N1K5,Q9UGB7,0
P43080,Q9BQ08,0
P43355,P22676,0
Q8N554,Q537H7,0
Q08554,P51843,0
Q9NRP7,Q5T1Q4,0
Q6UXP3,P18077,0
Q96HM7,Q8WWF1,0
Q9BX67,Q8WVE7,0
Q6NW34,O15143,0
O60784,Q9UGI8,0
Q6NUS8,Q14197,0
P22760,Q8IWD4,0
O75110,Q9GZS3,0
Q9BRR6,Q9NQR4,0
P07093,O14668,0
Q8N475,Q8NGC6,0
Q96QK1,Q9UBQ0,1
Q8NGR8,O95167,0
Q9BYG5,Q96NE9,1
Q6H8Q1,Q8IWW8,0
Q6H9L7,Q9NY72,1
Q6P2H3,O15544,0
P46977,A6NFC5,0
Q6ZSC3,A2RUT3,0
Q9P260,Q01780,0
Q9NQV5,Q9BVJ7,0
P41252,P62805,0
Q9C0D4,P08686,0
Q86VH2,Q96N19,0
Q8N972,P07358,0
Q53QZ3,P02765,0
Q7Z3J2,O95407,0
Q05195,Q6PH81,0
Q8NHQ9,P0C7M8,0
P07202,P22760,0
Q9NP60,P05362,0
Q86Y56,Q3KNS1,0
Q96Q89,Q8N0Z6,0
O94812,Q8NH02,0
Q9H490,Q8N6L0,1
P23634,Q3SX64,0
Q9ULT6,Q9NZU1,0
P78527,Q8N157,0
P78539,Q9Y5L4,0
Q9UNN5,Q5JTY5,0
Q1ZYL8,Q9BY08,0
Q9UMS6,Q08AG5,0
Q9ULR3,Q8WUD4,0
P31327,Q8IY42,0
Q5VZ66,O75493,0
Q6PGQ7,Q8NGG4,0
Q8IVW4,Q96GE9,0
Q8TCC7,Q9H0A6,0
Q96HP8,Q9HA82,1
O00631,Q9Y3A3,0
P01133,P02686,0
Q6PII3,Q0P6D2,0
Q86Y46,P01567,0
O00571,Q5SSG8,0
Q8TBY9,Q8WTR8,0
O75072,Q9NPA3,0
P25705,Q8N7Q2,0
Q15437,P09234,1
Q9P035,O60911,0
Q96QF7,P01210,0
O75908,Q9NXX6,0
Q05655,Q9NP92,0
Q96S65,P09603,0
Q9UNF1,Q15622,0
Q504Q3,Q99062,0
Q96ES6,Q9Y2P8,0
Q8IU81,Q5J8M3,0
Q66K66,Q15836,0
Q6ZVK1,A6NEH6,0
Q8N808,Q14714,0
Q6ZMQ8,Q9P0N8,0
Q9HBB8,Q8N431,0
Q9BWK5,Q9UL63,1
P28340,Q6UY14,1
Q9BXJ9,Q96AB6,0
Q96P64,P0DJI9,0
Q8NHM5,A6NJ78,0
Q8NGG8,Q8NFU3,0
Q8N7P1,Q99519,0
Q9NZR1,Q8NH63,0
Q8WZA2,Q8N6L1,0
Q9BY12,Q8IZ13,0
P35869,Q8N4B5,0
O15409,Q96A04,1
Q9NWF4,Q16585,1
Q9UJ98,P55317,0
O15091,Q6ZP68,0
Q86T65,P07101,1
Q96EK7,Q8N9V6,0
Q8TE57,P20839,0
Q9BUH6,Q3LHN0,0
Q9BS86,Q8TAI1,0
Q8TDG4,Q0JRZ9,0
P13797,Q8NA56,0
Q9Y2T1,Q9UBC7,0
Q15018,P26022,0
A1A4V9,Q9NRJ1,0
O60522,Q6P9B9,0
Q5VT98,Q9Y274,0
Q9H0H5,P30533,0
Q8N608,Q15223,0
Q5VUD6,P61371,0
A8MZ97,Q30KQ6,0
Q8NGP8,Q96R54,0
Q9C0A1,Q99467,0
O00287,Q8N2X6,0
Q9UNI6,Q9H2X9,0
Q4KWH8,Q9BQI3,0
Q13428,A6NJ78,0
Q6ZSY5,Q9BQ61,0
Q14155,P06748,0
Q8IZC4,E5RG02,0
Q8IVL1,Q9NYY1,0
Q6UXK2,Q16739,0
Q5T848,Q5JPI3,0
Q13946,Q6ZVN8,0
Q96GM5,Q6IC98,1
Q9NYI0,Q9HB96,0
P48039,P06744,0
Q9H106,P35225,0
Q16795,P29279,0
O75874,P06312,0
Q9NWL6,Q8WW36,0
P42695,O43175,0
Q96CC6,Q9UBR4,1
Q8NFH4,P55008,0
P21246,Q9GZZ8,0
Q96QE3,Q9Y5E6,0
O75912,Q9NXJ5,0
Q8N766,Q9GZM6,0
P48200,Q2PZI1,0
P00403,P78358,0
Q5VTH9,Q9Y6U3,0
Q99574,Q15080,0
Q7Z5L9,P01008,0
Q9UL17,A6NGS2,0
P09622,O00330,1
Q8IWX5,C9JLW8,0
Q9Y4A9,Q8NFH5,0
Q12934,P18146,0
P04054,Q495D7,0
Q9BX79,O43818,0
Q9H0B8,O14908,0
Q00839,Q9ULK5,0
Q8NH72,Q16674,0
O75077,Q6ZUS6,0
Q86U44,P28300,0
Q5K4L6,Q53RE8,0
Q8N4L1,Q8WUS8,0
Q15003,Q9ULZ9,0
A6NHC0,Q9BUP0,0
Q9ULB4,P39905,0
Q0VDD8,P30838,0
Q9NXZ1,P53779,0
O00763,Q9UKV8,0
O94763,P21728,0
Q8N8Z6,Q5VT98,0
Q93075,Q08477,0
P32321,Q96EH3,1
P55786,P11509,0
Q9Y6Y1,Q6PH81,0
O95405,P10768,0
B5MCN3,Q9BQ89,0
P20585,P12004,1
O94874,Q8NHQ9,0
Q8NGE8,P51124,0
Q9P1A6,P51787,0
Q9H808,P55808,0
Q5T619,O75330,0
P26006,Q96AZ6,0
Q96F63,Q8TDM0,0
Q86YC2,Q12884,0
P51790,Q4QY38,0
Q8N428,Q8IZ07,0
Q9HB75,Q10588,0
A8MPX8,P0CW27,0
Q92543,P52594,0
Q69YZ2,Q6UWS5,0
Q8ND71,Q9Y6A2,0
Q9C0D5,Q6UWY0,0
Q5T4W7,A6NGU7,0
Q05BQ5,Q9BYZ8,0
Q6ZN79,Q7Z4M0,0
P46952,A1L1A6,0
P0CG34,P52630,0
A6NCF5,B9EJG8,0
Q9ULC6,Q99805,0
Q9H9Y6,Q6NUN9,0
Q92643,P40225,0
Q13003,P56975,0
O15165,P07741,0
P0CJ73,Q9Y2T7,0
Q9NYW5,P51161,0
Q5M7Z0,Q99525,0
Q9UH99,Q96I13,0
Q9NQ32,Q8IUC3,1
P10071,Q64LD2,0
Q13286,P01116,0
Q8N9N2,Q96M53,0
P29728,Q9BSK2,0
Q5JW98,Q9NZY2,0
O75717,Q7Z601,0
Q8IXW5,Q9HCN4,1
Q5R3I4,Q9HB03,0
Q9UKT4,P41732,0
Q8NGQ5,Q7Z5G4,0
Q8TEW0,Q8NGZ2,0
P49736,Q9Y294,1
Q9HBY8,Q14512,0
P50053,Q9C0I3,0
P50416,Q8N9T8,0
Q9UBZ9,Q96LC7,0
Q9NZP5,Q9NP72,0
Q86TP1,Q9NS75,0
Q96PN8,O96002,0
Q9H4L7,P16070,0
P51654,Q8NH79,0
Q8NI36,Q6ZNG2,0
Q86W10,P20062,0
P80108,P16118,0
Q9Y234,Q16270,0
Q8IZS8,Q96LT9,0
Q02218,Q9UPM9,0
Q13939,Q10588,0
Q9H0V1,P37840,0
A1A5B4,Q6GPI1,0
Q9Y4P3,P0CW20,0
G3V0H7,Q5VTY9,0
P33897,Q8NCC5,0
Q6ZT12,P0CW21,0
P50991,P51946,1
Q8WW52,Q5VXU1,0
Q6UY01,P09466,0
Q9UGM3,Q6NTF7,0
Q08828,O95178,0
P27361,P0CE67,0
Q9BS91,A0PK05,1
P22079,Q96IY1,0
Q8N413,Q969L4,0
Q9BQ83,Q30KQ5,0
Q8NHB1,Q8WV35,0
O95219,Q9UNH6,1
Q6DHV5,Q96DD0,0
Q8N9M1,Q70Z53,0
Q96AE7,Q9H6D3,0
Q7Z419,O75593,1
Q9C0E2,Q15771,0
O76031,Q86VQ3,0
Q8TDZ2,Q96A54,0
A2A3K4,Q8N8Y2,0
P78371,Q13304,0
Q8N9N2,O94760,0
A6NKU9,P98187,0
Q2M3C7,Q8WVB6,0
P31321,B0YJ81,0
Q9BXR5,P27544,0
P62945,P86434,0
Q9BSV6,Q2M3C6,0
Q8WUX9,Q13609,0
O15085,Q5T2E6,0
Q15070,Q8NDZ4,0
Q9BX63,Q9Y2T3,0
Q9BYD3,Q9Y4X3,0
Q9BUM1,P26842,0
Q96QH2,Q86WV1,1
Q96SM3,Q9Y679,0
O75129,Q96P68,0
Q9NZ43,Q9NUG4,1
Q5T4F4,Q6P5X5,0
Q5M8T2,Q5VXU3,0
P31415,P00491,0
Q96LW4,Q5SZB4,0
P54619,Q9H814,0
Q15646,O75477,0
Q6PJT7,Q8NAV1,0
Q5JTH9,P18850,0
O95625,Q9BVW6,0
Q7L014,Q5JR98,0
Q53FA7,P00846,0
Q16891,A4D250,0
O95069,P16619,0
Q6P5Z2,Q5TGS1,0
Q86W67,P54710,0
O95628,Q9UBH0,1
Q8IXT5,Q9HA77,0
P18850,Q5TEU4,0
Q8IUY3,O94766,0
Q03701,Q8TAX0,0
Q05397,Q6UX01,0
Q9Y3P9,Q7LC44,0
Q68DY9,P56177,0
P31512,O95136,0
Q8NGZ2,Q8WWA1,0
Q9NZB2,Q96BN6,0
P57730,P41231,0
P98171,Q9BXN6,0
Q9ULV4,Q5T2R2,0
Q53GD3,Q9UG63,0
P49588,Q0VG99,0
O75467,Q8WZ19,0
O95932,Q15651,0
Q9H8W3,P51397,0
Q99259,Q969L2,1
Q14999,Q6NUI2,0
Q6X4W1,Q9NWU2,0
Q8N6S4,Q9NYQ6,0
Q9Y305,Q5FWF7,0
Q9UN74,Q9H7B2,0
Q15102,Q9GZT8,1
O43306,Q76M96,0
P15514,Q8N5N4,0
A6NH00,Q9H1J5,0
Q8IZD9,P20839,0
P61764,Q13190,1
Q9Y6C5,Q9NZQ3,0
Q9NS62,Q8WXS5,0
Q96AX9,Q8NF64,0
Q9UPQ3,Q8TCW7,0
O75084,P98066,0
P58004,Q8NHC5,0
Q9UKY7,P07320,0
Q8IZP1,Q5TGJ6,0
Q5VW32,P00374,0
O95996,Q9Y3B9,0
Q96JN8,Q3SXY7,0
P30953,O95750,0
Q92887,Q96DT6,0
Q8NE86,Q13795,0
Q4KMQ2,O15524,0
Q7L311,P61073,0
P51003,P60893,0
P16144,Q8WTS1,0
Q13685,Q8WTP8,1
O43638,Q8WVF2,0
Q6DHV5,Q96MI9,0
Q5XG92,Q6UXZ3,0
Q9HB14,Q92665,0
Q9NYF8,P43629,0
Q9H2K8,Q8IZP6,0
Q9Y3T9,Q9Y6P5,0
Q96CW5,Q5DT21,0
Q8N187,Q96A23,0
Q38SD2,Q07889,0
P31323,Q16514,1
Q96M69,Q96BN2,0
Q9GZR1,P25705,0
P35749,Q9BQF6,0
B9EJG8,Q99748,0
Q96BY7,O43610,0
P35548,I3L0S3,0
Q9UHC9,Q8ND56,0
Q6UWI2,Q5T7M4,0
Q9Y606,P33241,0
Q6PI26,P49146,0
Q496J9,Q9Y6J6,0
O43313,Q8N0Y5,0
Q14232,Q9BV19,1
Q68DH5,Q99704,0
Q68CQ4,Q9H208,0
O95070,Q96SI1,0
Q53FV1,P30273,1
O60469,Q8TEB1,0
P11047,Q8N539,0
Q6P4F1,Q9UL15,0
Q7Z5L2,Q12899,0
O00410,P51911,0
Q9H078,P18627,0
Q07617,Q00796,0
Q14126,P05111,0
Q86Y13,Q9HAW9,0
Q15517,Q8TC44,0
Q9HCJ1,P46094,0
Q495M3,O75570,0
P05091,O60404,0
Q13003,P55089,0
O60404,P0C2W1,0
O60519,Q8IUR6,1
P98187,P52803,0
O94985,P01584,0
Q96JP5,O43174,0
Q9NQG5,Q53HL2,1
O94805,Q8TCD1,0
P24928,Q86VX9,0
Q9P267,Q5TAB7,0
Q9BQE6,Q8N8I0,0
O75478,Q96M11,0
P45985,P60002,0
Q9H3Y0,Q8NGC2,0
Q8IY26,Q9Y3D9,0
P41567,Q8N4Q1,0
Q8WXG8,P33764,1
Q8NBP7,P08620,0
Q8N5U6,Q8IZS7,0
Q9NWQ4,P17568,1
O60240,P28336,0
Q8N1A0,P0C0P6,0
Q9BX84,P55318,0
Q9H0L4,Q9H7B4,1
Q5SZK8,P23942,0
P48145,Q6UWI4,0
Q6VN20,P24592,1
Q8TBM8,P55089,0
Q5T2S8,P33992,0
Q9BY78,Q8WXF8,0
O75448,O95876,0
Q9P2M4,E9PQ53,0
Q92496,Q9Y3D5,0
Q8WZ19,O95150,0
Q96F81,A6NGG3,0
Q8IWD5,O14548,0
P03951,Q9BV68,0
Q5TGI0,Q70UQ0,0
P0C7Q2,H3BU77,0
Q9UQ49,A0PJX4,0
Q96RT8,Q6IF42,0
Q9NP74,Q9NPD8,0
Q15303,P83369,0
Q3MJ13,Q5FWF6,0
Q16082,Q96RF0,1
P26374,H3BQJ8,0
Q86TZ1,P15382,0
P04217,Q8TCX1,0
Q12967,Q7Z5A7,0
Q9BUR5,Q8NEX5,0
P16662,Q6UXH0,0
Q9NWU1,O00175,0
Q9NYG8,Q99445,0
P01019,Q6IEY1,0
O15231,Q6ZRT6,1
Q3LHN2,Q495N2,0
Q8TD19,Q8NAV1,0
Q96C45,Q5VSG8,0
Q6NW34,Q86XW9,0
Q96GR2,Q6UXP7,0
Q06481,Q96CQ1,0
Q9BY12,Q13326,0
Q17RP2,Q6A162,0
Q567V2,Q5XKK7,0
Q9NTJ3,P08842,0
A2A288,P60985,0
Q96A32,Q12962,0
P30085,Q9Y3C5,0
P0CJ87,P52797,0
Q9H2S5,Q6P1L8,0
Q9P296,Q8NBZ0,0
O94985,Q5JQS6,0
Q9H920,Q9BUP0,0
Q96EX1,Q8IX29,0
P35573,Q9Y3E5,0
Q8NB14,Q15773,0
Q9Y426,Q9BZQ2,0
Q7Z7M1,O14683,0
P19823,P46777,0
Q96BD0,O00155,1
P41225,Q7Z7C7,0
Q4KMQ2,Q96KS9,0
Q6XQN6,Q3LI60,0
O95486,Q9UBV8,1
C9JVI0,P01236,0
Q8IUR5,O60759,0
P20340,Q30KQ8,0
Q13495,Q8TCY5,0
P31371,Q30KQ4,0
P11388,Q8N0W3,0
P23508,Q8NCX0,0
Q9H5F2,P0CG20,1
P23276,Q9NQW5,0
O15516,O00237,0
Q9H7F0,Q96BR6,0
P07814,O95232,0
Q9UBY9,P21333,1
P00451,Q9NRA1,0
P46089,Q6SA08,0
Q2TAA5,H3BPM6,0
Q9Y468,Q9UIB8,0
Q86UP0,P13762,0
Q9NR48,Q6ZVW7,0
Q05996,P62502,0
Q96HU1,A6NGH7,0
O14681,Q8WZA0,0
P16118,O76001,0
O95180,Q9NYL5,0
Q4VC05,P81172,0
